2025-02-05 17:07:21 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 17:44:00 | SUCCESS  | utils.db_operations:create_work_order:257 - 工单创建成功
2025-02-05 17:44:00 | SUCCESS  | utils.db_operations:create_work_order:257 - 工单创建成功
2025-02-05 17:44:00 | SUCCESS  | utils.db_operations:create_work_order:257 - 工单创建成功
2025-02-05 17:44:00 | SUCCESS  | utils.db_operations:create_work_order:257 - 工单创建成功
2025-02-05 17:44:00 | SUCCESS  | utils.db_operations:create_work_order:257 - 工单创建成功
2025-02-05 17:44:00 | SUCCESS  | utils.db_operations:create_work_order:257 - 工单创建成功
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
2025-02-05 18:20:45 | SUCCESS  | utils.db_operations:login_auth:46 - 用户 admin 登录成功！
